name	ensg	label	id	combined_family	class_id	family_id
FLI1	ENSMUSG00000016087	Fli-1	3.5.2.1.5	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
TBX2	ENSMUSG00000000093	TBX2	6.5.4.0.1	T-Box factors	6.5	6.5.4
ZNF788	ENSMUSG00000062931	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
FOXJ2	ENSMUSG00000003154	FOXJ2 (Fkx)	3.3.1.10.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
TBX4	ENSMUSG00000000094	TBX4	6.5.4.0.3	T-Box factors	6.5	6.5.4
TFAP2B	ENSMUSG00000025927	AP-2beta	1.3.1.0.2	Basic helix-span-helix factors (bHSH)	1.3	1.3.1
ARNTL	ENSMUSG00000055116	ArntL (BMAL1)	1.2.5.2.3	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
ZNF7	ENSMUSG00000033669	ZNF7 (KOX4) [15]	2.3.3.0.190	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TBPL2	ENSMUSG00000061809	TBP-L2 (TRF3)	8.1.1.0.3	TATA-binding proteins	8.1	8.1.1
STAT4	ENSMUSG00000062939	STAT4	6.2.1.0.4	STAT domain factors	6.2	6.2.1
DLX2	ENSMUSG00000023391	DLX-2	3.1.2.5.2	Homeo domain factors>NK-related factors	3.1	3.1.2
PRKRIR	ENSMUSG00000030753	PRKRIR (P52RIPK, DAP4, THAP0)	2.9.1.0.12	C2CH THAP-type zinc finger factors	2.9	2.9.1
WT1	ENSMUSG00000016458	WT1	2.3.3.0.21	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
JUN	ENSMUSG00000052684	c-Jun	1.1.1.1.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
PRDM4	ENSMUSG00000035529	PRDM4 (PFM1) [1+5]	2.3.4.0.31	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
L3MBTL1	ENSMUSG00000035576	L3MBTL1 (L3MBT, L3MBTL) [1]	2.7.4.0.1	C2HC zinc finger factors	2.7	2.7.4
PKNOX2	ENSMUSG00000035934	PKNOX-2 (PREP-2)	3.1.4.5.2	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
ZNF324B	ENSMUSG00000004500	ZNF324B [9]	2.3.3.36.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MIER1	ENSMUSG00000028522	MIER1	3.5.1.3.1	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
ZNF536	ENSMUSG00000043456	ZNF536 [2+4+1+2]	2.3.4.2.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TBX15	ENSMUSG00000027868	TBX15 (TBX14)	6.5.3.0.3	T-Box factors	6.5	6.5.3
RCOR3	ENSMUSG00000037395	RCoR3	3.5.1.2.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
RAX	ENSMUSG00000024518	RAX (RX)	3.1.3.22.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
KLF10	ENSMUSG00000037465	KLF10 (TIEG1)	2.3.1.2.10	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZBTB48	ENSMUSG00000028952	ZBTB48 (HKR3, ZNF855) [11]	2.3.3.0.102	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF629	ENSMUSG00000045639	ZNF629 (ZNF65) [15+3+1]	2.3.4.0.49	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TBX20	ENSMUSG00000031965	TBX20	6.5.3.0.5	T-Box factors	6.5	6.5.3
ZNF366	ENSMUSG00000050919	ZNF366 [11]	2.3.3.51.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
GFI1	ENSMUSG00000029275	GFI1 (ZNF163) [6]	2.3.3.21.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
DRGX	ENSMUSG00000041730	DRGX	3.1.3.6.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
BCL11A	ENSMUSG00000000861	BCL11A (CTIP1, EVI9, ZNF856) [1+2+3]	2.3.4.15.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
IRX4	ENSMUSG00000021604	IRX-4	3.1.4.1.4	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
ISL2	ENSMUSG00000032318	ISL-2 (Islet-2)	3.1.5.1.2	Homeo domain factors>HD-LIM factors	3.1	3.1.5
NR3C1	ENSMUSG00000024431	Glucocorticoid receptor (GR) (NR3C1)	2.1.1.1.1	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1	2.1.1
ZNF623	ENSMUSG00000050846	ZNF623 [13]	2.3.3.0.161	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZFP42	ENSMUSG00000051176	ZFP42 (REX1, ZNF754) [4]	2.3.3.9.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB4	ENSMUSG00000018750	ZBTB4 (KAISO-L1) [1+3+2]	2.3.4.0.7	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NEUROD4	ENSMUSG00000048015	NeuroD4 (ATH-3)	1.2.3.4.3	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
HOXD12	ENSMUSG00000001823	Hox-D12 (HOX4H)	3.1.1.8.12	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF446	ENSMUSG00000033961	ZNF446 (ZKSCAN20) [3]	2.3.2.3.4	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
HOXC6	ENSMUSG00000001661	Hox-C6 (HOX3C)	3.1.1.6.3	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF519	ENSMUSG00000060314	ZNF519 [1+9]	2.3.4.0.68	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
KDM2A	ENSMUSG00000054611	KDM2A (CXXC8, FBL7, FBXL11, JHDM1A)	2.6.1.0.5	CXXC zinc finger factors	2.6	2.6.1
ZNF462	ENSMUSG00000060206	ZNF462 [1+2+2+1+3+1+1+3+2+1+4+5+1]	2.3.4.0.75	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF788	ENSMUSG00000090015	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MSX2	ENSMUSG00000021469	MSX-2 (HOX8)	3.1.2.11.2	Homeo domain factors>NK-related factors	3.1	3.1.2
VAX1	ENSMUSG00000006270	VAX-1	3.1.2.22.1	Homeo domain factors>NK-related factors	3.1	3.1.2
VSX2	ENSMUSG00000021239	VSX-2 (HOX10)	3.1.3.28.2	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
PBRM1	ENSMUSG00000042323	PB-1 (PBRM1, BAF180) [1]	4.1.4.0.1	High-mobility group (HMG) domain factors>PBRM1-related factors	4.1	4.1.4
HES2	ENSMUSG00000028940	HES-2	1.2.4.1.2	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
HES7	ENSMUSG00000023781	HES-7	1.2.4.1.7	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
ZNF641	ENSMUSG00000022987	ZNF641	2.3.3.0.25	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF414	ENSMUSG00000073423	ZNF414 [3]	2.3.2.4.1	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
MZF1	ENSMUSG00000030380	MZF1 (ZNF42, ZSCAN6) [13]	2.3.3.0.152	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MEF2D	ENSMUSG00000001419	MEF-2D	5.1.1.1.4	MADS box factors	5.1	5.1.1
ZNF606	ENSMUSG00000030386	ZNF606 (ZNF328) [2+14]	2.3.4.0.67	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TAF1	ENSMUSG00000031314	TAF-1 (TAF-2A, TAF(II)250) [1]	4.1.3.0.5	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1	4.1.3
THAP11	ENSMUSG00000036442	THAP11 (HRIHFB2206)	2.9.1.0.11	C2CH THAP-type zinc finger factors	2.9	2.9.1
FOXE3	ENSMUSG00000044518	FOXE3 (Fkh-L12, FREAC8)	3.3.1.5.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ATF4	ENSMUSG00000042406	ATF-4	1.1.6.0.1	Basic leucine zipper factors (bZIP)>ATF-4-related factors	1.1	1.1.6
MESP2	ENSMUSG00000030543	Mesp-2	1.2.3.3.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
MESP1	ENSMUSG00000030544	Mesp-1	1.2.3.3.1	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
RBPJ	ENSMUSG00000039191	RBP-Jkappa	6.1.4.1.1	Rel homology region (RHR) factors	6.1	6.1.4
ASCL2	ENSMUSG00000009248	ASH-2 (ASCL2)	1.2.2.2.2	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2	1.2.2
INSM2	ENSMUSG00000045440	INSM2 (IA-6) [2+3]	2.3.4.16.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
FOXK2	ENSMUSG00000039275	FOXK2	3.3.1.11.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
NFATC4	ENSMUSG00000023411	NFATc4 (NFAT3)	6.1.3.0.4	Rel homology region (RHR) factors	6.1	6.1.3
MAFG	ENSMUSG00000051510	MafG	1.1.3.2.2	Basic leucine zipper factors (bZIP)>Maf-related factors	1.1	1.1.3
ZNF142	ENSMUSG00000026135	ZNF142 [14+17]	2.3.4.0.37	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF788	ENSMUSG00000095315	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
OLIG3	ENSMUSG00000045591	OLIGO3	1.2.3.4.15	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
STAT2	ENSMUSG00000040033	STAT2	6.2.1.0.2	STAT domain factors	6.2	6.2.1
NCOA1	ENSMUSG00000020647	NCoA-1 (SRC-1)	1.2.5.3.1	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
ID2	ENSMUSG00000020644	Id2	1.2.8.0.2	Basic helix-loop-helix factors (bHLH)>HLH domain only	1.2	1.2.8
SP140	ENSMUSG00000052477	Sp140	5.3.5.1.1	SAND domain factors	5.3	5.3.5
KMT2D	ENSMUSG00000048154	MLL2 (HRX2, KMT2D, WBP7, MLL4, TRX2)	2.6.1.0.7	CXXC zinc finger factors	2.6	2.6.1
TCF15	ENSMUSG00000068079	bHLH-EC2 (TCF-15)	1.2.3.2.5	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
FOXP4	ENSMUSG00000023991	FOXP4 (FKHLA)	3.3.1.16.4	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
TRPS1	ENSMUSG00000038679	TRPS1 (GC79)	2.2.1.2.13	Other C4 zinc finger-type factors	2.2	2.2.1
ZBTB2	ENSMUSG00000075327	ZBTB2 (ZNF437) [1+3]	2.3.4.6.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SP110	ENSMUSG00000095250	Sp110	5.3.4.0.1	SAND domain factors	5.3	5.3.4
FEZF2	ENSMUSG00000021743	FEZF2 (FEZL, ZNF312) [6]	2.3.3.20.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF512B	ENSMUSG00000000823	ZNF512B [2+3+2]	2.3.4.10.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
PURG	ENSMUSG00000049184	Pur-gamma (PURG)	0.0.5.0.3	Uncharacterized	0.0	0.0.5
AIRE	ENSMUSG00000000731	AIRE	5.3.1.0.1	SAND domain factors	5.3	5.3.1
KLF7	ENSMUSG00000025959	KLF7 (UKLF)	2.3.1.2.7	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
FOXF1	ENSMUSG00000042812	FOXF1 (Fkh-L5, FREAC1)	3.3.1.6.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF512	ENSMUSG00000062761	ZNF512 [1+1+2]	2.3.4.10.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NEUROG1	ENSMUSG00000048904	NGN-1 (NeuroD3)	1.2.3.4.5	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
IKZF4	ENSMUSG00000002578	IKZF4 (EOS, ZNFN1A4) [4+2]	2.3.4.4.4	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
CEBPB	ENSMUSG00000056501	C/EBPbeta (NF-IL6-1)	1.1.8.1.2	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1	1.1.8
SP110	ENSMUSG00000094874	Sp110	5.3.4.0.1	SAND domain factors	5.3	5.3.4
ATF7	ENSMUSG00000099083	ATF-7	1.1.1.3.2	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
ZSCAN29	ENSMUSG00000050619	ZSCAN29 (ZNF690) [6]	2.3.3.19.4	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
OLIG1	ENSMUSG00000046160	OLIGO1	1.2.3.4.13	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
CREB3L2	ENSMUSG00000038648	CREB-3L2	1.1.7.2.3	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
ZNF687	ENSMUSG00000019338	ZNF687 [1+5+2+2]	2.3.4.9.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
LHX9	ENSMUSG00000019230	Lhx9	3.1.5.3.2	Homeo domain factors>HD-LIM factors	3.1	3.1.5
ZNF436	ENSMUSG00000051351	ZNF436 [12]	2.3.3.58.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXB2	ENSMUSG00000056829	FOXB2	3.3.1.2.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
RFX1	ENSMUSG00000031706	RFX1 (EF-C)	3.3.3.0.1	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
GSC2	ENSMUSG00000022738	GSC-2	3.1.3.9.2	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
RC3H2	ENSMUSG00000075376	RC3H2 (MNAB, RNF164) [1]	2.8.3.0.1	C3H zinc finger factors	2.8	2.8.3
MKX	ENSMUSG00000061013	MKX (IRX-L1)	3.1.4.3.1	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
ZNF709	ENSMUSG00000074165	ZNF709 [19]	2.3.3.78.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MAFK	ENSMUSG00000018143	MafK	1.1.3.2.3	Basic leucine zipper factors (bZIP)>Maf-related factors	1.1	1.1.3
ZFHX2	ENSMUSG00000040721	ZFHX2 (ZFH-2)	3.1.8.4.1	Homeo domain factors>HD-ZF factors	3.1	3.1.8
SP140	ENSMUSG00000089844	Sp140	5.3.5.1.1	SAND domain factors	5.3	5.3.5
EBF3	ENSMUSG00000010476	EBF3 (COE3)	6.1.5.0.3	Rel homology region (RHR) factors	6.1	6.1.5
BATF2	ENSMUSG00000039699	B-ATF-2	1.1.4.0.2	Basic leucine zipper factors (bZIP)>B-ATF-related factors	1.1	1.1.4
NR2E1	ENSMUSG00000019803	Tlx (NR2E1)	2.1.3.3.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
TET1	ENSMUSG00000047146	TET1 (CXXC6, LCX)	2.6.1.0.3	CXXC zinc finger factors	2.6	2.6.1
ZNF788	ENSMUSG00000078897	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF781	ENSMUSG00000078894	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF90	ENSMUSG00000057842	ZNF90 [15]	2.3.3.0.184	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MXD1	ENSMUSG00000001156	Mad1	1.2.6.7.1	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
ZNF521	ENSMUSG00000024420	ZNF521 (EHZF, LIP3) [1+7+5+7+5+5]	2.3.4.12.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF654	ENSMUSG00000047141	ZNF654 [1+4]	2.3.4.7.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF709	ENSMUSG00000074867	ZNF709 [19]	2.3.3.78.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF91	ENSMUSG00000021510	ZNF91 (HPF7, HTF10) [36]	2.3.3.0.235	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF773	ENSMUSG00000062116	ZNF773 (ZNF419B) [9]	2.3.3.42.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FEV	ENSMUSG00000055197	FEV (Pet-1)	3.5.2.1.7	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZNF274	ENSMUSG00000021514	ZNF274 (Neurotrophin receptor-interacting factor homolog; ZSCAN19)	2.3.3.0.6	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000078898	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
KAT8	ENSMUSG00000030801	MYST1 (TIP60 protein 1) [1]	2.7.3.0.1	C2HC zinc finger factors	2.7	2.7.3
NPAS3	ENSMUSG00000021010	NPAS-3	1.2.5.1.9	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
HMG20B	ENSMUSG00000020232	HMG20B (HMGX2) [1]	4.1.2.0.7	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
ZNF788	ENSMUSG00000058748	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SP9	ENSMUSG00000068859	Sp9	2.3.1.1.9	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
BHLHA9	ENSMUSG00000044243	bHLHa9	1.2.3.5.1	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
FOXO1	ENSMUSG00000044167	FOXO1 (FKHR)	3.3.1.15.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
FOXE1	ENSMUSG00000070990	FOXE1 (FOXE2, Fkh-L15)	3.3.1.5.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
LMX1A	ENSMUSG00000026686	Lmx-1alpha (LMX-1.1, LMX1A)	3.1.5.6.1	Homeo domain factors>HD-LIM factors	3.1	3.1.5
ZNF189	ENSMUSG00000039634	ZNF189 [16]	2.3.3.0.197	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PURB	ENSMUSG00000094483	Pur-beta (PURB)	0.0.5.0.2	Uncharacterized	0.0	0.0.5
SP110	ENSMUSG00000095672	Sp110	5.3.4.0.1	SAND domain factors	5.3	5.3.4
FOXQ1	ENSMUSG00000038415	FOXQ1 (HFH-1)	3.3.1.17.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
OTX1	ENSMUSG00000005917	OTX-1	3.1.3.17.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZNF788	ENSMUSG00000074887	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HOXB2	ENSMUSG00000075588	Hox-B2 (HOX2H)	3.1.1.2.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
NR4A2	ENSMUSG00000026826	NURR1  (NR4A2)	2.1.4.0.2	Nuclear receptors with C4 zinc fingers>NGFI-B-related receptors (NR4)	2.1	2.1.4
NFIC	ENSMUSG00000055053	NF-1C	7.1.2.0.3	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.2
ELF1	ENSMUSG00000036461	Elf-1	3.5.2.3.1	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
EGR1	ENSMUSG00000038418	EGR1 (Krox-24, Zif268)	2.3.1.3.1	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
PRDM6	ENSMUSG00000069378	PRDM6 (PFM3)	2.3.3.0.23	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MEF2C	ENSMUSG00000005583	MEF-2C	5.1.1.1.3	MADS box factors	5.1	5.1.1
ZBTB7C	ENSMUSG00000044646	ZBTB7C [4]	2.3.3.8.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
CSRNP3	ENSMUSG00000044647	CSRNP-3 (TAIP2)	0.1.1.0.3	AXUD/CSRNP domain factors	0.1	0.1.1
IRF7	ENSMUSG00000025498	IRF-7	3.5.3.0.7	Tryptophan cluster factors>Interferon-regulatory factors	3.5	3.5.3
ZNF788	ENSMUSG00000094932	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZSCAN4	ENSMUSG00000090714	ZSCAN4 (ZNF494) [4]	2.3.3.5.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF668	ENSMUSG00000049728	ZNF668 [13+3]	2.3.4.0.50	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF670	ENSMUSG00000098781	ZNF670 [9]	2.3.3.33.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NKX3-2	ENSMUSG00000049691	NKX-3.2 (NKX3-2, NKX3B)	3.1.2.16.2	Homeo domain factors>NK-related factors	3.1	3.1.2
FOXN2	ENSMUSG00000034998	FOXN2 (HTLF)	3.3.1.14.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
SP3	ENSMUSG00000027109	Sp3	2.3.1.1.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZNF746	ENSMUSG00000057691	ZNF746 (PARIS)	2.3.3.0.26	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZFHX4	ENSMUSG00000025255	ZFHX4 (ZFH-4)	3.1.8.4.3	Homeo domain factors>HD-ZF factors	3.1	3.1.8
MYCN	ENSMUSG00000037169	N-Myc	1.2.6.5.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
TFCP2L1	ENSMUSG00000026380	CP2-L1 (LBP-9, CRTR-1)	6.7.2.0.2	Grainyhead domain factors	6.7	6.7.2
ZNF788	ENSMUSG00000066613	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
GLIS1	ENSMUSG00000034762	GLIS1 [5]	2.3.3.1.4	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ATF2	ENSMUSG00000027104	ATF-2	1.1.1.3.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
ZNF135	ENSMUSG00000006720	ZNF135 (ZNF61, ZNF78L1) [16]	2.3.3.0.202	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NR2F1	ENSMUSG00000069171	COUP-TFI  (NR2F1)	2.1.3.5.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
ZNF354A	ENSMUSG00000020335	ZNF354A (EZNF, HKL1, TCF17) [13]	2.3.3.64.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
IRF5	ENSMUSG00000029771	IRF-5	3.5.3.0.5	Tryptophan cluster factors>Interferon-regulatory factors	3.5	3.5.3
NCOR2	ENSMUSG00000029478	NCoR2	3.5.1.2.2	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
GATA5	ENSMUSG00000015627	GATA-5	2.2.1.1.5	Other C4 zinc finger-type factors	2.2	2.2.1
ARNTL2	ENSMUSG00000040187	ArntL2 (BMAL2)	1.2.5.2.4	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
MIER3	ENSMUSG00000032727	MIER3	3.5.1.3.3	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
ZNF180	ENSMUSG00000057101	ZNF180 [12]	2.3.3.58.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ELK1	ENSMUSG00000009406	Elk-1	3.5.2.2.1	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZNF569	ENSMUSG00000059975	ZNF569 [18]	2.3.3.0.215	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HOXB4	ENSMUSG00000038692	Hox-B4 (HOX2F)	3.1.1.4.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
RLF	ENSMUSG00000049878	RLF [1+5+1+2+4+1]	2.3.4.7.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZFP57	ENSMUSG00000036036	ZFP57 (ZNF698) [4+3]	2.3.4.0.28	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ST18	ENSMUSG00000033740	ST18 (ZNF387, NZF-3) [6]	2.7.1.0.3	C2HC zinc finger factors	2.7	2.7.1
FOS	ENSMUSG00000021250	c-Fos	1.1.2.1.1	Basic leucine zipper factors (bZIP)>Fos-related factors	1.1	1.1.2
GRHL3	ENSMUSG00000037188	GRH-L3 (CP2-L4)	6.7.1.1.3	Grainyhead domain factors	6.7	6.7.1
FOXA2	ENSMUSG00000037025	FOXA2 (HNF-3beta)	3.3.1.1.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
MAX	ENSMUSG00000059436	Max	1.2.6.5.5	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
RELA	ENSMUSG00000024927	NF-kappaB p65 (RelA)	6.1.1.2.1	Rel homology region (RHR) factors	6.1	6.1.1
KAT5	ENSMUSG00000024926	KAT5 (HTATIP, TIP60) [1]	2.7.3.0.5	C2HC zinc finger factors	2.7	2.7.3
MNT	ENSMUSG00000000282	Mnt	1.2.6.7.6	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
ZNF526	ENSMUSG00000046541	ZNF526 [1+2+1+9]	2.3.4.22.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
OVOL1	ENSMUSG00000024922	OVOL1 [4]	2.3.3.17.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
