name	ensg	label	id	class_id	combined_family	family_id	loc	tss_loc	strand
ZNF551	ENSG00000204519	ZNF551 (KOX23) [14]	2.3.3.0.167	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:58193337-58202022	chr19:58193337-58193337	1
IKZF5	ENSG00000095574	IKZF5 (Pegasus, ZNFN1A5) [3+2]	2.3.4.4.5	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr10:124750322-124768333	chr10:124768333-124768333	-1
ZNF93	ENSG00000184635	ZNF93 (ZNF505) [17]	2.3.3.0.206	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:20011722-20046384	chr19:20011722-20011722	1
HOXD8	ENSG00000175879	Hox-D8 (HOX4E)	3.1.1.7.3	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr2:176994422-176997423	chr2:176994422-176994422	1
MTF1	ENSG00000188786	MTF1 [6]	2.3.3.24.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:38275239-38325292	chr1:38325292-38325292	-1
GLIS1	ENSG00000174332	GLIS1 [5]	2.3.3.1.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:53971910-54199877	chr1:54199877-54199877	-1
ZNF407	ENSG00000215421	ZNF407 [3+3+1+2+2+11]	2.3.4.0.73	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr18:72265106-72777627	chr18:72265106-72265106	1
ZNF142	ENSG00000115568	ZNF142 [14+17]	2.3.4.0.37	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr2:219502639-219524378	chr2:219524378-219524378	-1
PPARD	ENSG00000112033	PPARbeta (PPARdelta) (NR1C2)	2.1.2.5.2	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr6:35310335-35395968	chr6:35310335-35310335	1
MAFG	ENSG00000197063	MafG	1.1.3.2.2	1.1	Basic leucine zipper factors (bZIP)>Maf-related factors	1.1.3	chr17:79876146-79885590	chr17:79885590-79885590	-1
ZNF221	ENSG00000159905	ZNF221 [15]	2.3.3.47.5	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44455375-44471861	chr19:44455375-44455375	1
ZNF70	ENSG00000187792	ZNF70 (N27C7-1) [11]	2.3.3.0.121	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr22:24083769-24093279	chr22:24093279-24093279	-1
ZNF441	ENSG00000197044	ZNF441 [19]	2.3.3.0.221	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:11877815-11894893	chr19:11877815-11877815	1
POU3F1	ENSG00000185668	POU3F1 (Oct-6, OTF-6, SCIP)	3.1.10.3.1	3.1	Homeo domain factors>POU domain factors	3.1.10	chr1:38509523-38512450	chr1:38512450-38512450	-1
DMRT3	ENSG00000064218	DMRT3	2.5.1.0.3	2.5	DM-type intertwined zinc finger factors	2.5.1	chr9:976964-991731	chr9:976964-976964	1
ATF1	ENSG00000123268	ATF-1	1.1.7.1.2	1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1.7	chr12:51157493-51214905	chr12:51157493-51157493	1
HES1	ENSG00000114315	HES-1	1.2.4.1.1	1.2	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2.4	chr3:193853934-193856521	chr3:193853934-193853934	1
ZNF816	ENSG00000180257	ZNF816A [15]	2.3.3.73.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53430388-53466164	chr19:53466164-53466164	-1
CNOT4	ENSG00000080802	CNOT4 (NOT4) [1]	2.8.4.0.1	2.8	C3H zinc finger factors	2.8.4	chr7:135046547-135194875	chr7:135194875-135194875	-1
NKX2-2	ENSG00000125820	NKX-2.2 (NKX2-2, NKX2B)	3.1.2.15.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr20:21491648-21494664	chr20:21494664-21494664	-1
ZNF732	ENSG00000186777	ZNF732 [16]	2.3.3.0.194	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr4:264464-299110	chr4:299110-299110	-1
ZBED6	ENSG00000257315	ZBED6	2.3.5.0.6	2.3	C2H2 zinc finger factors>BED zinc finger factors	2.3.5	chr1:203765437-203769686	chr1:203765437-203765437	1
NPAS2	ENSG00000170485	NPAS-2	1.2.5.2.6	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr2:101436614-101613291	chr2:101436614-101436614	1
ZNF730	ENSG00000183850	ZNF730 [12]	2.3.3.59.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:23258012-23330021	chr19:23258012-23258012	1
ZBED1	ENSG00000214717	ZBED1 (ALTE, DREF, TRAMP)	2.3.5.0.1	2.3	C2H2 zinc finger factors>BED zinc finger factors	2.3.5	chrX:2404455-2419008	chrX:2419008-2419008	-1
ZNF92	ENSG00000146757	ZNF92 [16]	2.3.3.0.199	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr7:64838712-64866038	chr7:64838712-64838712	1
NFE2L2	ENSG00000116044	NF-E2L2 (NRF2)	1.1.1.2.3	1.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1.1	chr2:178092323-178257425	chr2:178257425-178257425	-1
ZKSCAN4	ENSG00000187626	ZKSCAN4 (ZNF307, ZNF427) [7]	2.3.3.26.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr6:28212401-28227011	chr6:28227011-28227011	-1
DUX4L2	ENSG00000259128	DUX4L2	3.1.3.7.7	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr4:191011860-191013719	chr4:191011860-191011860	1
POU5F1B	ENSG00000212993	POU5F1P1 (POU5F1B, Oct-3C)	3.1.10.5.2	3.1	Homeo domain factors>POU domain factors	3.1.10	chr8:128426535-128432311	chr8:128426535-128426535	1
ZBTB12	ENSG00000204366	ZBTB12 (NG35) [4]	2.3.3.11.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr6:31867384-31869769	chr6:31869769-31869769	-1
HSF1	ENSG00000185122	HSF1 (HSTF1)	3.4.1.0.1	3.4	Heat shock factors	3.4.1	chr8:145515280-145538385	chr8:145515280-145515280	1
ZNF629	ENSG00000102870	ZNF629 (ZNF65) [15+3+1]	2.3.4.0.49	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr16:30789778-30798523	chr16:30798523-30798523	-1
KLF15	ENSG00000163884	KLF15 (KKLF)	2.3.1.2.15	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr3:126061478-126076285	chr3:126076285-126076285	-1
INSM2	ENSG00000168348	INSM2 (IA-6) [2+3]	2.3.4.16.2	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr14:36003248-36006260	chr14:36003248-36003248	1
ZNF549	ENSG00000121406	ZNF549 [15]	2.3.3.0.180	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:58038693-58068910	chr19:58038693-58038693	1
ZBTB34	ENSG00000177125	ZBTB34 [3]	2.3.2.1.8	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr9:129622944-129648157	chr9:129622944-129622944	1
NCOA3	ENSG00000124151	NCoA-3	1.2.5.3.3	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr20:46130601-46285621	chr20:46130601-46130601	1
MYRF	ENSG00000124920	Myelin gene regulatory factor (MRF, C11orf9)	6.6.1.0.1	6.6	NDT80 domain factors	6.6.1	chr11:61520114-61555990	chr11:61520114-61520114	1
FOSL2	ENSG00000075426	Fra-2	1.1.2.1.4	1.1	Basic leucine zipper factors (bZIP)>Fos-related factors	1.1.2	chr2:28615315-28640179	chr2:28615315-28615315	1
ZNF586	ENSG00000083828	ZNF586 [11]	2.3.3.0.115	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:58281023-58331307	chr19:58281023-58281023	1
SOX12	ENSG00000177732	SOX-12 (SOX-22)	4.1.1.3.3	4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1.1	chr20:306207-310865	chr20:306207-306207	1
BARX2	ENSG00000043039	BARX-2	3.1.2.2.2	3.1	Homeo domain factors>NK-related factors	3.1.2	chr11:129245835-129322171	chr11:129245835-129245835	1
RARG	ENSG00000172819	RAR-gamma (NR1B3)	2.1.2.1.3	2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1.2	chr12:53604354-53626764	chr12:53626764-53626764	-1
OVOL1	ENSG00000172818	OVOL1 [4]	2.3.3.17.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr11:65554493-65564690	chr11:65554493-65554493	1
ZNF844	ENSG00000223547	ZNF844 [9]	2.3.3.33.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12175514-12192380	chr19:12175514-12175514	1
ZNF343	ENSG00000088876	ZNF343 [12]	2.3.3.61.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr20:2462463-2505348	chr20:2505348-2505348	-1
HESX1	ENSG00000163666	HESX-1	3.1.3.10.1	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr3:57231944-57260549	chr3:57260549-57260549	-1
ZNF613	ENSG00000176024	ZNF613 [12]	2.3.3.30.4	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:52430400-52452012	chr19:52430400-52430400	1
ZBTB6	ENSG00000186130	ZBTB6 (ZID, ZNF482) [4]	2.3.3.11.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr9:125670335-125675609	chr9:125675609-125675609	-1
ZNF573	ENSG00000189144	ZNF573 [19]	2.3.3.67.8	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:38226734-38307940	chr19:38307940-38307940	-1
TBP	ENSG00000112592	TBP	8.1.1.0.1	8.1	TATA-binding proteins	8.1.1	chr6:170863390-170881958	chr6:170863390-170863390	1
TAL2	ENSG00000186051	Tal-2	1.2.3.1.2	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr9:108424738-108425367	chr9:108424738-108424738	1
NEUROD6	ENSG00000164600	NeuroD6 (ATH-2)	1.2.3.4.4	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr7:31377075-31380508	chr7:31380508-31380508	-1
ESRRG	ENSG00000196482	ERR3 (ERRgamma, ESRRG) (NR3B3)	2.1.1.2.5	2.1	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1.1	chr1:216676588-217311097	chr1:217311097-217311097	-1
HOXA4	ENSG00000197576	Hox-A4 (HOX1D)	3.1.1.4.1	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:27168126-27170418	chr7:27170418-27170418	-1
ZNF737	ENSG00000237440	ZNF737 (ZNF102) [13]	2.3.3.0.154	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:20718631-20748615	chr19:20748615-20748615	-1
ZBTB39	ENSG00000166860	ZBTB39 [2+3+3]	2.3.4.0.9	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr12:57392618-57400230	chr12:57400230-57400230	-1
TADA2A	ENSG00000108264	TAD-2alpha (TADA2A, ADA2-like)	3.5.1.6.1	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr17:35766965-35839835	chr17:35766965-35766965	1
HOXA11	ENSG00000005073	Hox-A11 (HOX1I)	3.1.1.8.8	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:27221129-27224842	chr7:27224842-27224842	-1
ZNF524	ENSG00000171443	ZNF524 [4]	2.3.3.15.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:56111388-56114504	chr19:56111388-56111388	1
NFE2	ENSG00000123405	NF-E2 p45	1.1.1.2.1	1.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1.1	chr12:54685895-54694905	chr12:54694905-54694905	-1
ZNF532	ENSG00000074657	ZNF532 [1+6+3+2]	2.3.4.9.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr18:56529832-56653712	chr18:56529832-56529832	1
ZSCAN10	ENSG00000130182	ZSCAN10 (ZNF206) [14]	2.3.3.0.169	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr16:3138891-3149318	chr16:3149318-3149318	-1
ZNF701	ENSG00000167562	ZNF701 [7]	2.3.3.27.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53059075-53090427	chr19:53059075-53059075	1
FOXK1	ENSG00000164916	FOXK1	3.3.1.11.1	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr7:4683388-4811074	chr7:4683388-4683388	1
TAL1	ENSG00000162367	Tal-1 (SCL, TCL-5)	1.2.3.1.1	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr1:47681962-47697892	chr1:47697892-47697892	-1
USF1	ENSG00000158773	USF-1	1.2.6.2.1	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr1:161009041-161015767	chr1:161015767-161015767	-1
YBX1	ENSG00000065978	YB-1 (DbpB)	9.1.1.2.1	9.1	Cold-shock domain factors	9.1.1	chr1:43148098-43168020	chr1:43148098-43148098	1
PATZ1	ENSG00000100105	PATZ1 (RIAZ, ZBTB19, ZNF278, ZSG) [1+5+1]	2.3.4.8.3	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr22:31721790-31742218	chr22:31742218-31742218	-1
NEUROG2	ENSG00000178403	NGN-2 (Atoh4, NeuroG2)	1.2.3.4.6	1.2	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2.3	chr4:113434672-113437328	chr4:113437328-113437328	-1
LYAR	ENSG00000145220	LYAR (PNAS-5) [2]	2.7.5.0.1	2.7	C2HC zinc finger factors	2.7.5	chr4:4269428-4291896	chr4:4291896-4291896	-1
HOXA7	ENSG00000122592	Hox-A7 (HOX1A)	3.1.1.6.4	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr7:27193335-27197555	chr7:27197555-27197555	-1
DLX1	ENSG00000144355	DLX-1	3.1.2.5.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr2:172949468-172954405	chr2:172949468-172949468	1
ZNF800	ENSG00000048405	ZNF800 [1+3+2+1]	2.3.4.0.17	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr7:126986844-127071978	chr7:127071978-127071978	-1
JUN	ENSG00000177606	c-Jun	1.1.1.1.1	1.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1.1	chr1:59246465-59249785	chr1:59249785-59249785	-1
KLF12	ENSG00000118922	KLF12 (AP-2rep)	2.3.1.2.12	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr13:74260226-74708394	chr13:74708394-74708394	-1
TBX20	ENSG00000164532	TBX20	6.5.3.0.5	6.5	T-Box factors	6.5.3	chr7:35242042-35293758	chr7:35293758-35293758	-1
MECOM	ENSG00000085276	EVI-1 (MECOM) [7+3]	2.3.4.14.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr3:168801287-169381406	chr3:169381406-169381406	-1
MYNN	ENSG00000085274	MYNN (OSZF, ZBTB31) [8]	2.3.3.0.54	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:169490619-169507504	chr3:169490619-169490619	1
ZNF625-ZNF20	ENSG00000213297	ZNF625 [9]	2.3.3.33.3	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12242932-12267546	chr19:12267546-12267546	-1
ZNF77	ENSG00000175691	ZNF77 [12]	2.3.3.33.10	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:2933216-2944969	chr19:2944969-2944969	-1
ZNF606	ENSG00000166704	ZNF606 (ZNF328) [2+14]	2.3.4.0.67	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:58488421-58514717	chr19:58514717-58514717	-1
ZNF708	ENSG00000182141	ZNF708 (KOX8, ZNF15, ZNF15L1) [15]	2.3.3.0.181	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:21473962-21512227	chr19:21512227-21512227	-1
ZNF774	ENSG00000196391	ZNF774 [12]	2.3.3.58.5	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr15:90895477-90909324	chr15:90895477-90895477	1
ZNF136	ENSG00000196646	ZNF136 [14]	2.3.3.33.15	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12273879-12300064	chr19:12273879-12273879	1
ZNF544	ENSG00000198131	ZNF544 [13]	2.3.3.58.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:58739960-58788815	chr19:58739960-58739960	1
ZGPAT	ENSG00000197114	ZGPAT (GPATC6, GPATCH6, ZC3H9, ZC3HDC9, ZIP) [1]	2.8.2.0.1	2.8	C3H zinc finger factors	2.8.2	chr20:62338794-62370456	chr20:62338794-62338794	1
HOXC10	ENSG00000180818	Hox-C10 (HOX3I)	3.1.1.8.6	3.1	Homeo domain factors>HOX-related factors	3.1.1	chr12:54378849-54384063	chr12:54378849-54378849	1
ZNF726	ENSG00000213967	ZNF726 [20]	2.3.3.0.226	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:24097678-24127961	chr19:24097678-24097678	1
STAT1	ENSG00000115415	STAT1	6.2.1.0.1	6.2	STAT domain factors	6.2.1	chr2:191829084-191885686	chr2:191885686-191885686	-1
RELB	ENSG00000104856	RelB (I-Rel)	6.1.1.2.2	6.1	Rel homology region (RHR) factors	6.1.1	chr19:45504688-45541452	chr19:45504688-45504688	1
ARNT2	ENSG00000172379	Arnt-2	1.2.5.2.2	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr15:80696692-80890278	chr15:80696692-80696692	1
RFX6	ENSG00000185002	RFX6 (RFXDC-1)	3.3.3.0.6	3.3	Fork head / winged helix factors>RFX-related factors	3.3.3	chr6:117198375-117253326	chr6:117198375-117198375	1
EBF3	ENSG00000108001	EBF3 (COE3)	6.1.5.0.3	6.1	Rel homology region (RHR) factors	6.1.5	chr10:131633547-131762105	chr10:131762105-131762105	-1
ZNF423	ENSG00000102935	ZNF423 (OAZ) [1+7+5+7+10]	2.3.4.12.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr16:49521435-49891830	chr16:49891830-49891830	-1
PRRX2	ENSG00000167157	PRRX-2 (PMX2, PRX2)	3.1.3.21.2	3.1	Homeo domain factors>Paired-related HD factors	3.1.3	chr9:132427920-132484875	chr9:132427920-132427920	1
SMAD2	ENSG00000175387	SMAD2	7.1.1.1.2	7.1	SMAD/NF-1 DNA-binding domain factors	7.1.1	chr18:45357922-45457515	chr18:45457515-45457515	-1
SIX2	ENSG00000170577	SIX2	3.1.6.1.2	3.1	Homeo domain factors>HD-SINE factors	3.1.6	chr2:45232300-45236569	chr2:45236569-45236569	-1
PEG3	ENSG00000198300	ZIM2 (ZNF656)	2.3.3.0.27	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:57321445-57352096	chr19:57352096-57352096	-1
JUNB	ENSG00000171223	JunB	1.1.1.1.2	1.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1.1	chr19:12902310-12904124	chr19:12902310-12902310	1
FOXG1	ENSG00000176165	FOXG1 (Fkh-2)	3.3.1.7.1	3.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3.1	chr14:29235050-29238870	chr14:29235050-29235050	1
HSF5	ENSG00000176160	HSF5 (HSTF5)	3.4.1.0.4	3.4	Heat shock factors	3.4.1	chr17:56497528-56565745	chr17:56565745-56565745	-1
ZNF813	ENSG00000198346	ZNF813 [14]	2.3.3.72.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:53970989-54006950	chr19:53970989-53970989	1
ZNF417	ENSG00000173480	ZNF417 [1+12]	2.3.4.1.1	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr19:58411664-58427978	chr19:58427978-58427978	-1
ZBTB4	ENSG00000174282	ZBTB4 (KAISO-L1) [1+3+2]	2.3.4.0.7	2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3.4	chr17:7362685-7387582	chr17:7387582-7387582	-1
ZBTB8B	ENSG00000215897	ZBTB8B [2]	2.3.2.1.2	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr1:32930670-32953461	chr1:32930670-32930670	1
GFI1	ENSG00000162676	GFI1 (ZNF163) [6]	2.3.3.21.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:92940319-92952433	chr1:92952433-92952433	-1
TBX3	ENSG00000135111	TBX3	6.5.4.0.2	6.5	T-Box factors	6.5.4	chr12:115108059-115121969	chr12:115121969-115121969	-1
MYT1L	ENSG00000186487	MYT1L (MyT1L, NZF-1) [6]	2.7.1.0.2	2.7	C2HC zinc finger factors	2.7.1	chr2:1792885-2335032	chr2:2335032-2335032	-1
SP1	ENSG00000185591	Sp1	2.3.1.1.1	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr12:53773960-53810230	chr12:53773960-53773960	1
TFAP2E	ENSG00000116819	AP-2epsilon	1.3.1.0.5	1.3	Basic helix-span-helix factors (bHSH)	1.3.1	chr1:36038971-36060929	chr1:36038971-36038971	1
HIF3A	ENSG00000124440	HIF-3alpha	1.2.5.1.6	1.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2.5	chr19:46800303-46846690	chr19:46800303-46800303	1
ZNF576	ENSG00000124444	ZNF576	2.3.3.0.30	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:44100544-44105309	chr19:44100544-44100544	1
ZBTB49	ENSG00000168826	ZBTB49 [7]	2.3.3.0.38	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr4:4291924-4323513	chr4:4291924-4291924	1
ZNF660	ENSG00000144792	ZNF660 [10]	2.3.3.0.91	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:44619715-44641186	chr3:44619715-44619715	1
SP7	ENSG00000170374	Sp7	2.3.1.1.7	2.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3.1	chr12:53720362-53739099	chr12:53739099-53739099	-1
OVOL3	ENSG00000105261	OVL2L (OVOL3) [4]	2.3.2.4.8	2.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3.2	chr19:36602104-36604613	chr19:36602104-36602104	1
ZNF880	ENSG00000221923	ZNF880 [14]	2.3.3.0.173	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:52873170-52889048	chr19:52873170-52873170	1
ZNF7	ENSG00000147789	ZNF7 (KOX4) [15]	2.3.3.0.190	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr8:146052849-146072894	chr8:146052849-146052849	1
ZNF563	ENSG00000188868	ZNF563 [12]	2.3.3.33.12	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:12428291-12444534	chr19:12444534-12444534	-1
SMARCA5	ENSG00000153147	SMARCA5 (SNF2H)	3.5.1.5.2	3.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5.1	chr4:144434616-144478639	chr4:144434616-144434616	1
RELA	ENSG00000173039	NF-kappaB p65 (RelA)	6.1.1.2.1	6.1	Rel homology region (RHR) factors	6.1.1	chr11:65421067-65430565	chr11:65430565-65430565	-1
ZGLP1	ENSG00000220201	ZGLP1 (GLP-1)	2.2.1.2.8	2.2	Other C4 zinc finger-type factors	2.2.1	chr19:10415479-10420556	chr19:10420556-10420556	-1
HMGXB3	ENSG00000113716	HMGXB3 (SMF) [1]	4.1.2.0.8	4.1	High-mobility group (HMG) domain factors>TOX-related factors	4.1.2	chr5:149379884-149432386	chr5:149379884-149379884	1
EN1	ENSG00000163064	EN-1	3.1.2.7.1	3.1	Homeo domain factors>NK-related factors	3.1.2	chr2:119599747-119605254	chr2:119605254-119605254	-1
ZNF2	ENSG00000163067	ZNF2 (ZNF661) [9]	2.3.3.44.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr2:95831177-95850065	chr2:95831177-95831177	1
ZNF14	ENSG00000105708	ZNF14 (GIOT4, KOX6) [19]	2.3.3.78.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr19:19821280-19843906	chr19:19843906-19843906	-1
JARID2	ENSG00000008083	JARID2 (Jumonji, JMJ)	3.7.1.7.1	3.7	ARID domain factors	3.7.1	chr6:15246527-15522252	chr6:15246527-15246527	1
ZNF281	ENSG00000162702	ZNF281 (GZP1, ZBP99) [4]	2.3.3.13.2	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr1:200375827-200379184	chr1:200379184-200379184	-1
HDX	ENSG00000165259	HDX	3.1.10.8.1	3.1	Homeo domain factors>POU domain factors	3.1.10	chrX:83572882-83757487	chrX:83757487-83757487	-1
TFAP4	ENSG00000090447	AP-4	1.2.6.4.1	1.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2.6	chr16:4307187-4323076	chr16:4323076-4323076	-1
PAX8	ENSG00000125618	Pax-8	3.2.2.2.3	3.2	Paired box factors	3.2.2	chr2:113973574-114036527	chr2:114036527-114036527	-1
ZNF620	ENSG00000177842	ZNF620 [8]	2.3.3.35.1	2.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3.3	chr3:40547483-40560227	chr3:40547483-40547483	1
